category,clue,exp,is_anagram,is_homophone,is_double,is_cryptic,is_contain,is_reverse,is_alternate,is_init,is_delete,is_charade,is_&lit,is_hidden,is_spoonerism,is_palindrome
is_anagram,Irate at badly-written song ,"  Anagram (‘badly-wrtten’, another nice indicator) of IRATE AT. My CoD, for surface & new but gettable word. ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_anagram,How star's seen – touring pretty places? , anagram (touring) of PRETTY PLACE ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_anagram,Source of milk may provide us with energy , (US + ENERGY)* [* = may provide] ‘Guernsey’ this time being the breed of cattle from the Channel Islands. ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
is_anagram, Very forced smile concealing Charlie's gaffe , SOLECISM SO (very) + an anagram of SMILE (anagrind is ‘forced’) round or ‘concealing’ C (Charlie in the phonetic alphabet) ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
is_anagram,"One way to do spuds when cooking online, say? "," one way to do spuds / anag, i.e. cooking, of ONLINE SAY ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_anagram,Looking for a woody plant to train? Try elm ,(TRY ELM)* Down ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_anagram," Came into vacant house, having tried moving home beforehand ", INHERITED HousE (without the middle letters or ‘vacant’) + an anagram of TRIED (anagrind is ‘moving’) with IN (home) before ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
is_anagram,"College feature: such a place the converted, entering New, will show you ", anagram (converted) of A PLACE THE contains (with…entering) N (new) ,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_anagram,Design style redcoat ordered , ART DECO (REDCOAT)* ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_anagram,A fire left raging following death, AFTERLIFE (FIRE LEFT)* raging=anagram ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_anagram,Will's to enable hearing and German's safe somehow , S Und (and German) + (safe)* = UNDEAF ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
is_anagram,Clean window pane at the edges when cracked ," WIPE DOWN (WINDOW PE)* – the PE in the anagram fodder is P[an]E = “pane at the edges” Definition: “Clean” 19,5across. Poetry mixing fire and sonnet? (6,7) DANTE’S INFERNO (FIRE AND SONNET)* Definition: “Poetry” ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
is_anagram,A bomb exploding round sticky stuff ," BAMBOO : Anagram of(exploding) A BOMB + O(the letter that is round). Defn: Things that look like sticks, as in the child’s riddle: “What is brown and sticky?” ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
is_anagram,ie trawlerman's fishy spring produce? , (ie trawlerman)* ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_anagram,lot of odd material arranged according to specification ,"   Anagram of (arranged) (ODD excluding the final letter [a lot of] D and MATERIAL) TAILOR-MADE* TAILOR-MADE (made to measure; according to specification)  14  Blokes taken aback in tucking into cooked food without dissent (2,3,4)   (MEN reversed [taken aback] + IN) contained in (tucked into) an anagram of (cooked) FOOD OF O (NE M< IN) D* OF ONE MIND (agreed; without dissent)  ",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
is_anagram,Relative from Minsk with a foreign name ," MINSK* followed by A N (name) – “foreign” is the anagrind, but the ‘A’ is in place even with just MINSK as anagram fodder. ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_anagram,Naturalist in wandering saw richer land , CHARLES DARWIN – an anagram (wandering) of SAW RICHER LAND ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_anagram,Rate revision certainly right for money man , TREASURER : Anagram of(… revision) RATE + SURE(certainly) + R(abbrev. for “right”). ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
is_anagram,Misconstrued Fay's plea to hedge bets , PLAY SAFE =”hedge bets”. (Fay’s plea)* ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_anagram,Soccer game about to finish – more roars from the crowd? ," (soccer)* round end — Phi is using the word crescendo in the correct sense: it’s not, as you so often see, an equivalent to climax, but an increase in sound ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_anagram,Unhappily citified beast forgetting It's De-Lovely ,  *(citif bea) (“citified beast” less “it’s de”) ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_anagram,Cut the bacon I cooked , (the bacon I)* ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_anagram,"Pasta: half of parmigiano's sprinkled with it, right? ", anagram (sprinkled) of parmaGIANO (half of) with IT R (right) ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_anagram,Flies east via resorts ,(EAST VIA)* ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_anagram,They rescue and scrap bats ," RSPCA : Anagram of(scrap) BATS. Answer: Abbrev. for the Royal Society of Prevention of Cruelty to Animals, part of whose purpose is to rescue (some) animal species (answer to 11 across). ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_anagram,"Varied in themes, securing honour with lines providing decorative detail "," Anagram [varied] of IN THEMES, going around {MBE (honour) + L,L (lines)} ",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
is_anagram,Right to change horse's strap , An anagram (‘to change’) of ‘right’. ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_anagram,"Source of bird seed, kilo lost from bursting granary sacks ", *(GRANARY SACKS) less K. ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_anagram,It goes amiss to be a selfish type , (IT GOES)* [* = amiss] ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_anagram,"ruler, OE, excited when dressing queen in French cloak ", QU (queen) dressed in (A RULE OE)* anagram=excited ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_anagram,"Diamond heist at sea, nine tons to split! "," diamond (anniversary) / S_IETH (anag, i.e. at sea, of HEIST) around IX (nine, Roman numerals) + T (tons) ",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
is_anagram,Refuse to do jumps like a mountain goat? , SURE-FOOTED : Anagram of(… jumps) REFUSE TO DO. ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_anagram,"Novel, article and story ", RECITAL ANAGRAM [novel] of ARTICLE ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
is_anagram,"Train in a particular area requiring less pace, one twice derailed ", SPECIALISE : Anagram of(… derailed) [LESS PACE + 2x(…twice) I(Roman numeral for “one”) ]. ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
is_anagram,got grass tool out – as one interested in such? ," *(I GOT GRASS TOOL). An obvious anagram, but a pretty obscure word. 11 TREE CALF Fine binding material, forbidden when it contains reverse of delicate stuff (8, 2 words) LACE(rev) in TREF(non-kosher food forbidden to Orthodox Jews) ",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_anagram,"Suspicious deaths, enthralling a politician and former PM, in part of London ", HAMPSTEAD HEATH – an anagram (suspicious) of DEATHS around (enthralling) A MP (a politician) followed by HEATH (former PM)– Sir Edward Heath ,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_anagram,Vile dreams still unsettled runner-up ,  Anagram (‘unsettled’) of VILE DREAMS STILL. ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,"Style in signalling light, it's said "," FLAIR : Homophone of(…, it’s said) “flare”(device producing a bright flame used as a signal). ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,"Country lane at the end more rocky, it's said "," lanE (end letter of) and STONIA sounds like (it’s said) stonyer (more rocky).  Is that how to spell stonyer? It looks wrong to me, but stonier does not look much better. ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,"Put up or knock down, might you say? ", Sounds like RAZE (knock down) ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,Frank introducing vital broadcast – very odd ,"  FREAKY sounds like (broadcast) free (frank) key (vital) Down 1 OUT OF USE Public joining our European unemployed (3,2,3)  OUT (public) with OF US (our) and E (European) ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone, Like the occult old book secretive about panacea ,"   O (old) + B (book) + (SLY [secretive] containing [about] CURE [panacea]) O B S (CURE) LY OBSCURELY (like the dark andhidden; like the occult)  5  Poem ""On Hearing A Dove in A Tree"" perhaps (5)   HAIKU (sounds like HIGH [up above; IN A TREEperhaps] COO [the sound made by a DOVE])  HAIKU (a Japanese poem in three lines of 5, 7 and 5 syllables)  ",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
is_homophone,When coach lectured to make you cleverer , AS (when) then TUTER sounds like (lectured) “tutor” (coach) ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone, Speaker's less sensible to interrupt right-wingers seeking agreement ," CONCILIATORY A homophone (‘speaker’s’) of SILLIER in or ‘interrupting’ CON and TORY (conservatives, ‘right-wingers’) ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,Call Boatman for a bit of a talk ," =”a bit of a talk”, a unit that makes up the sounds of speech. PHONE ME=”Call Boatman” ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,hear an American poet solved the riddle of the pseudo hotel patron … ," =similar to a ‘mystery shopper’, someone who stays at a hotel in order to review the experience. Homophone/”I hear” of: ‘Mister E. Guest’=Edgar Guest=”American poet” [wiki]; Also a Homophone of: ‘mystery guessed’=”solved the riddle” 15 KNOW IT ALL … some smart aleck, no wit allegedly (4-2-3) Hidden in [alec]K NO WIT ALL[egedly] ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
is_homophone,Say the EU say “stop”? , sounds like (say) “block” (stop) ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,Verbose expert hearing short musical phrases ,PRO + homophone of “licks” ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
is_homophone,Excellent meaty fish … ," HUNKY-DORY : HUNKY(meaty;with a well-developed physique, said of a sexually attractive male) + DORY(a spiny-finned marine fish, especially the John Dory). Defn: Term for fine;very well, of US-origin. 26 … location for one reported (5) PLACE : Homophone of(… reported) “plaice”(one;a fish as denoted by the ellipsis at the end and start of the previous and this clue, respectively). ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
is_homophone," Animal  at altitude by the sound of it exhausted, needing air initially "," HYENA  HY sounds like high, at altitude. Add the first letters of the remaining words (apart from initially, obviously).  
",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,"Professional shot wide, we hear, and swore ", PROMISED PRO+homophone: MISSED ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
is_homophone,"Say whippet dogs all in traps right, that's on the money! "," DOLLAR SIGN : Anagram of[“whip it”, homophone of(Say) “whippet“] [ DOGS ALL IN containing(traps) “R”(abbrev. for “right”) ]. Defn: …, literally. An unusual case of the anagram indicator being a homophone? ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,reportedly see bird coming back with lettuce , I then C sounds like (reportedly) “see” and GREBE (bird) reversed (coming back) ,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,With sound method pack it in roof ," sounds like “how stop” (method, pack it in) – definition is ‘roof’ ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,Growth by river ," CORNFLOWER CORN (growth, on foot) by FLOWER (river, something that flows) 19 Chemical compound suggested, I say, mixed (2-3,5) OX-EYE DAISY OX-EYED sounds like (suggested) oxide (chemical compound) then (I SAY)* anagram=mixed ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,Feverish convulsion stopped by shock treatment ," HECTIC : HIC(representation of the sound of a hiccup, caused by a spasm;a convulsion of the diaphragm) containing(stopped by;plugged by) ECT(abbrev. for “electroconvulsive therapy”;electric shock treatment). ",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,"Part of the 20 film confined to it, we hear? ", CANNES sounds like “can” (where reel of film is stored) ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,A verse in idiomatic dry tract is to be supplemented once ," A + dene (idiomatic dry tract) around v (verse) = ADVENE 12 Sound intro to Waste Land, lifting anybody, is Eliot’s prime (10, two words) W (intro to White) + hit (land) + Rev. one (anybody) + is + E (Eliot’s prime) = WHITE NOISE 15 See preamble 18 What’s coarse and does sailors? Company with a popsy about (7, two words) Peat(popsy) around Co (company) + a = PEA COAT ",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
is_homophone,My band on the radio ,"  Last one in. From the def. Clearly, this is a homophone of something that means “band” or “banned” but I cannot think what that is. Of the middle letter vowel possibilities Cor! is the only one that means “My!” ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone, Increasingly wintry  spot forecaster's mentioned ," ICIER - homophone of EYE SEER [spot | forecaster] 
",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,"Reportedly, travel over water with cherished animals ", ROE DEER – homophone of ‘row’ (travel over water) ‘dear’ (cherished) ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,post early version of letters ," (I POST EARLY)* [* = version] 12 OUT OF PLACE Fishmonger’s inadequacy in hearing a fish on dry land? (3,2,5) Homophone, indicated by ‘in hearing’, of: OUT OF PLAICE (which may be a fishmonger’s inadequacy) – the definitionis cryptic ",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,Richard heard of cheap goods order , DIKTAT Sounds like [heard of] Dick – Richard + TAT [cheap goods] ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
is_homophone,Put up and soundly knock down , RAISE  sounds like “RAZE” (knock down) ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,"According to hearsay, ogle slim woman "," EILEEN Sounds [unequivocally] like [according to hearsay] EYE [ogle] + LEAN [slim] – thisreminded meof those ‘Literary Classics’ that amused me when I was a child, eg ‘Clifftop tragedy’ by Eileen Dover and ‘The broken window’ by Eva Brick et al … ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
is_homophone,"Skirt and poisonous shrub as well? As well, we hear ", TUTU – two definitions plus a homophone (we hear) of ‘too’ (as well) ‘too’ (as well) ,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
is_homophone,Hesitate in hearing to get written statement , WAIVER – a homophone (in hearing) of ‘waver’ (hesitate) ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,Wanted to work on radio with journalist , need (homophone of knead (work) + ed (journalist) = NEEDED ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
is_homophone,"“Extremely cold chest”, Mark said "," ARC TIC sounds like (said) “ark” (chest) and “tick” (mark) 8, ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,"Writer of pithy sayings announced “all clear”, perhaps ",  Homophone “No mist” ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,Broadcast done to more of a turn , Sounds like crisper. Ruth Crisp was a prolific setter who had puzzles published in all five broadsheet newspapers. ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,Rude way to speak , COARSE – a homophone (to speak) of ‘course’ (way) ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,"Beats in child's game, we hear "," CONQUERS =”Beats”. Sounds like ‘conkers’=”child’s game, we hear” ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,"Out loud, call girl a smoker ", HOOKAH – homophone (“hooker”) ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,"Small seal heard, and young swan "," Homophone, indicated by ‘heard’, of: SIGNET (small seal) ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,"Preliminary drawing of drink from the barrel, say ", Sounds like ‘draught’=”drink from the barrel” ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,Restrained trend in hearing , TIED – sounds like (in hearing) ‘tide’ (trend) ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,A figure of speech satisfied a figure in speech , METAPHOR – MET (satisfied) A plus a homophone (in speech) of ‘four’ (figure) ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
is_homophone,"Judges fruit, so we're told ", Homophone of GAGES (“fruit”) ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,"Bone from rooster – half a dozen, say "," COCCYX Sounds [unequivocally, I think] [say] like cock [rooster] + six [half a dozen] ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
is_homophone,"Grouse merchant, we hear, supplies liquid stock? ",  Homophone (‘we hear’) of ‘whine’ (grouse) and ‘seller’ (merchant). ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,Journo and merchant speaking in underground room ," (SUBCELLAR) SUB (short for sub-editor), sounds like “seller”. ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,Is caught in wood? That's fishy ," PISCINE IS C [caught] in PINE [wood] 25 “It’s not fair!”, shouted fish out loud (3,4) RAW DEAL Sounds [to those with non-rhotic accents] like ‘roared eel’ – shouted fish  Down ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
is_homophone,Note about part of speech you heard , RENOWN : RE(about;with reference to) + homophone of(… you heard) “noun”(a part of speech in grammar). Defn: …;distinction;reputation. ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
